coicop18,geo,OBS_VALUE,coicop_description,HICP_2017,consumption,Date
CP01185,AT,106.55,"Chocolate, cocoa and cocoa-based food products (ND)",103.85,27.8,01/11/2021
CP01185,BE,106.81,"Chocolate, cocoa and cocoa-based food products (ND)",100.32,49.9,01/11/2021
CP01185,BG,111.74,"Chocolate, cocoa and cocoa-based food products (ND)",106.18,23,01/11/2021
CP01185,CH,99.68,"Chocolate, cocoa and cocoa-based food products (ND)",100.11,25.3,01/11/2021
CP01185,CY,108.94,"Chocolate, cocoa and cocoa-based food products (ND)",105.56,2.4,01/11/2021
CP01185,DE,108.78,"Chocolate, cocoa and cocoa-based food products (ND)",102.49,249.8,01/11/2021
CP01185,DK,106.44,"Chocolate, cocoa and cocoa-based food products (ND)",103.39,20.7,01/11/2021
CP01185,EE,115.46,"Chocolate, cocoa and cocoa-based food products (ND)",107.73,5.4,01/11/2021
CP01185,EL,106.24,"Chocolate, cocoa and cocoa-based food products (ND)",106.5,26.2,01/11/2021
CP01185,ES,104.71,"Chocolate, cocoa and cocoa-based food products (ND)",102.71,105.1,01/11/2021
CP01185,FI,98.5,"Chocolate, cocoa and cocoa-based food products (ND)",91.44,16.7,01/11/2021
CP01185,FR,103.48,"Chocolate, cocoa and cocoa-based food products (ND)",101.98,207.8,01/11/2021
CP01185,HR,98.49,"Chocolate, cocoa and cocoa-based food products (ND)",99.06,12.6,01/11/2021
CP01185,HU,110.67,"Chocolate, cocoa and cocoa-based food products (ND)",101.62,20.1,01/11/2021
CP01185,IE,77.2,"Chocolate, cocoa and cocoa-based food products (ND)",90.04,11.6,01/11/2021
CP01185,IT,99.5,"Chocolate, cocoa and cocoa-based food products (ND)",102.8,144.2,01/11/2021
CP01185,LT,113.57,"Chocolate, cocoa and cocoa-based food products (ND)",103.49,6.9,01/11/2021
CP01185,LV,112.46,"Chocolate, cocoa and cocoa-based food products (ND)",107,4.9,01/11/2021
CP01185,MK,110,"Chocolate, cocoa and cocoa-based food products (ND)",99.35,6.7,01/11/2021
CP01185,MT,112.05,"Chocolate, cocoa and cocoa-based food products (ND)",103.86,2.3,01/11/2021
CP01185,NL,105.92,"Chocolate, cocoa and cocoa-based food products (ND)",101.13,61.2,01/11/2021
CP01185,PL,115.13,"Chocolate, cocoa and cocoa-based food products (ND)",103.35,142.2,01/11/2021
CP01185,PT,97.92,"Chocolate, cocoa and cocoa-based food products (ND)",99.98,24.4,01/11/2021
CP01185,RO,108.88,"Chocolate, cocoa and cocoa-based food products (ND)",98,47,01/11/2021
CP01185,SE,102.99,"Chocolate, cocoa and cocoa-based food products (ND)",99.41,33.3,01/11/2021
CP01185,SI,89.17,"Chocolate, cocoa and cocoa-based food products (ND)",105.03,9.6,01/11/2021
CP01185,GB,110.8,"Chocolate, cocoa and cocoa-based food products (ND)",100.5,127.2,01/11/2021
CP01185,LU,107.01,"Chocolate, cocoa and cocoa-based food products (ND)",108.11,0.7,01/11/2021
CP01185,IS,112.3,"Chocolate, cocoa and cocoa-based food products (ND)",96.42,0.7,01/11/2021
CP01183,GB,102.1,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",97,127.2,01/11/2021
CP01183,SK,112.92,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",105.69,20.2,01/11/2021
CP01183,SI,108.6,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",104.8,9.6,01/11/2021
CP01183,SE,125.99,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",105.16,33.3,01/11/2021
CP01183,RO,115.2,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",103.18,47,01/11/2021
CP01183,PT,105.81,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",96.52,24.4,01/11/2021
CP01183,PL,115.58,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",106.32,142.2,01/11/2021
CP01183,NL,108.35,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",97.58,61.2,01/11/2021
CP01183,MT,110.56,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",105.13,2.3,01/11/2021
CP01183,MK,119.23,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",108.76,6.7,01/11/2021
CP01183,LV,115.33,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",111.29,4.9,01/11/2021
CP01183,LT,107.41,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",112.44,6.9,01/11/2021
CP01183,IT,101.2,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",100.8,144.2,01/11/2021
CP01183,IE,83.14,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",97.57,11.6,01/11/2021
CP01183,HU,128.96,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",99.34,20.1,01/11/2021
CP01183,HR,111.53,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",103.5,12.6,01/11/2021
CP01183,FR,103.71,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",101.21,207.8,01/11/2021
CP01183,FI,109.14,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",99.25,16.7,01/11/2021
CP01183,ES,106.61,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",101.02,105.1,01/11/2021
CP01183,EL,98.61,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",99.84,26.2,01/11/2021
CP01183,EE,113.19,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",106.38,5.4,01/11/2021
CP01183,DK,111.8,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",108.85,20.7,01/11/2021
CP01183,DE,102.57,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",102.04,249.8,01/11/2021
CP01183,CZ,102.57,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",100.25,40.9,01/11/2021
CP01183,CY,95.02,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",98.28,2.4,01/11/2021
CP01183,CH,90.84,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",87.47,25.3,01/11/2021
CP01183,BG,112.65,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",102.58,23,01/11/2021
CP01183,BE,110.57,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",101.1,49.9,01/11/2021
CP01183,AT,107.75,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",108.65,27.8,01/11/2021
CP01183,IS,106.79,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",93.68,0.7,01/11/2021
CP01183,LU,110.66,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",104.06,0.7,01/11/2021
CP0118,LU,110.29,"Sugar, confectionery and desserts (ND)",106.71,0.7,01/11/2021
CP0118,IS,110.1,"Sugar, confectionery and desserts (ND)",100.04,0.7,01/11/2021
CP0118,GB,104.9,"Sugar, confectionery and desserts (ND)",99.3,127.2,01/11/2021
CP0118,SK,111.91,"Sugar, confectionery and desserts (ND)",106.4,20.2,01/11/2021
CP0118,SI,95,"Sugar, confectionery and desserts (ND)",102.28,9.6,01/11/2021
CP0118,SE,108.71,"Sugar, confectionery and desserts (ND)",101.46,33.3,01/11/2021
CP0118,RO,113.06,"Sugar, confectionery and desserts (ND)",102.34,47,01/11/2021
CP0118,PT,102.28,"Sugar, confectionery and desserts (ND)",100.7,24.4,01/11/2021
CP0118,PL,118.9,"Sugar, confectionery and desserts (ND)",107.77,142.2,01/11/2021
CP0118,NL,103.56,"Sugar, confectionery and desserts (ND)",99.38,61.2,01/11/2021
CP0118,MT,110.63,"Sugar, confectionery and desserts (ND)",103.75,2.3,01/11/2021
CP0118,MK,116.1,"Sugar, confectionery and desserts (ND)",106.85,6.7,01/11/2021
CP0118,LV,112.63,"Sugar, confectionery and desserts (ND)",106.99,4.9,01/11/2021
CP0118,LT,112.47,"Sugar, confectionery and desserts (ND)",105.32,6.9,01/11/2021
CP0118,IT,100.7,"Sugar, confectionery and desserts (ND)",100.1,144.2,01/11/2021
CP0118,IE,81.35,"Sugar, confectionery and desserts (ND)",92.57,11.6,01/11/2021
CP0118,HU,119.64,"Sugar, confectionery and desserts (ND)",107.88,20.1,01/11/2021
CP0118,FR,101.44,"Sugar, confectionery and desserts (ND)",100.66,207.8,01/11/2021
CP0118,FI,93.44,"Sugar, confectionery and desserts (ND)",89.66,16.7,01/11/2021
CP0118,ES,104.33,"Sugar, confectionery and desserts (ND)",101.06,105.1,01/11/2021
CP0118,EE,117.72,"Sugar, confectionery and desserts (ND)",109.33,5.4,01/11/2021
CP0118,DK,102.37,"Sugar, confectionery and desserts (ND)",102.59,20.7,01/11/2021
CP0118,DE,106.26,"Sugar, confectionery and desserts (ND)",100.97,249.8,01/11/2021
CP0118,CZ,107.17,"Sugar, confectionery and desserts (ND)",105.89,40.9,01/11/2021
CP0118,CY,101.41,"Sugar, confectionery and desserts (ND)",100.75,2.4,01/11/2021
CP0118,CH,98.55,"Sugar, confectionery and desserts (ND)",98.97,25.3,01/11/2021
CP0118,BG,114.09,"Sugar, confectionery and desserts (ND)",108.19,23,01/11/2021
CP0118,BE,106.35,"Sugar, confectionery and desserts (ND)",99.74,49.9,01/11/2021
CP0118,AT,103.82,"Sugar, confectionery and desserts (ND)",102.23,27.8,01/11/2021
CP0118,HR,106.12,"Sugar, confectionery and desserts (ND)",102.85,12.6,01/11/2021
CP0118,EL,99.41,"Sugar, confectionery and desserts (ND)",102.85,26.2,01/11/2021
CP01186,LV,121.63,"Ice, ice cream and sorbets (ND)",101.74,4.9,01/11/2021
CP01186,SI,98.95,"Ice, ice cream and sorbets (ND)",101.74,9.6,01/11/2021
CP01186,AT,105.02,"Ice, ice cream and sorbets (ND)",100.79,27.8,01/11/2021
CP01186,BE,108.44,"Ice, ice cream and sorbets (ND)",100.82,49.9,01/11/2021
CP01186,BG,105.12,"Ice, ice cream and sorbets (ND)",102.13,23,01/11/2021
CP01186,CH,99.89,"Ice, ice cream and sorbets (ND)",101.38,25.3,01/11/2021
CP01186,CY,99.26,"Ice, ice cream and sorbets (ND)",97.61,2.4,01/11/2021
CP01186,CZ,98.89,"Ice, ice cream and sorbets (ND)",103.75,40.9,01/11/2021
CP01186,DE,104.61,"Ice, ice cream and sorbets (ND)",99.43,249.8,01/11/2021
CP01186,DK,99.63,"Ice, ice cream and sorbets (ND)",103.76,20.7,01/11/2021
CP01186,EE,114.62,"Ice, ice cream and sorbets (ND)",101.77,5.4,01/11/2021
CP01186,EL,91.67,"Ice, ice cream and sorbets (ND)",102.09,26.2,01/11/2021
CP01186,ES,100.38,"Ice, ice cream and sorbets (ND)",98.64,105.1,01/11/2021
CP01186,FI,85.45,"Ice, ice cream and sorbets (ND)",85.78,16.7,01/11/2021
CP01186,FR,99.76,"Ice, ice cream and sorbets (ND)",100.41,207.8,01/11/2021
CP01186,HR,106.64,"Ice, ice cream and sorbets (ND)",100.53,12.6,01/11/2021
CP01186,HU,116.28,"Ice, ice cream and sorbets (ND)",102.29,20.1,01/11/2021
CP01186,IE,78.12,"Ice, ice cream and sorbets (ND)",90.51,11.6,01/11/2021
CP01186,IT,102.9,"Ice, ice cream and sorbets (ND)",97.8,144.2,01/11/2021
CP01186,LT,125.03,"Ice, ice cream and sorbets (ND)",107.26,6.9,01/11/2021
CP01186,MK,109.92,"Ice, ice cream and sorbets (ND)",99.22,6.7,01/11/2021
CP01186,MT,110.13,"Ice, ice cream and sorbets (ND)",105.41,2.3,01/11/2021
CP01186,NL,91.88,"Ice, ice cream and sorbets (ND)",94.98,61.2,01/11/2021
CP01186,PL,125.01,"Ice, ice cream and sorbets (ND)",105.49,142.2,01/11/2021
CP01186,PT,108.04,"Ice, ice cream and sorbets (ND)",100.89,24.4,01/11/2021
CP01186,RO,116.71,"Ice, ice cream and sorbets (ND)",99.15,47,01/11/2021
CP01186,SE,114.43,"Ice, ice cream and sorbets (ND)",105.99,33.3,01/11/2021
CP01186,SK,113.61,"Ice, ice cream and sorbets (ND)",104.96,20.2,01/11/2021
CP01186,LU,110.47,"Ice, ice cream and sorbets (ND)",106.43,0.7,01/11/2021
CP01186,IS,107.76,"Ice, ice cream and sorbets (ND)",95.68,0.7,01/11/2021
CP01189,IS,110.4,Other sugar confectionery and desserts n.e.c. (ND),104.74,0.7,01/11/2021
CP01189,LU,114.54,Other sugar confectionery and desserts n.e.c. (ND),105.26,0.7,01/11/2021
CP01189,SK,115.26,Other sugar confectionery and desserts n.e.c. (ND),99.85,20.2,01/11/2021
CP01189,SI,106.83,Other sugar confectionery and desserts n.e.c. (ND),100.14,9.6,01/11/2021
CP01189,SE,108.05,Other sugar confectionery and desserts n.e.c. (ND),100.46,33.3,01/11/2021
CP01189,RO,111.57,Other sugar confectionery and desserts n.e.c. (ND),97.82,47,01/11/2021
CP01189,PT,99.53,Other sugar confectionery and desserts n.e.c. (ND),101.22,24.4,01/11/2021
CP01189,PL,113.56,Other sugar confectionery and desserts n.e.c. (ND),101.93,142.2,01/11/2021
CP01189,MT,115.76,Other sugar confectionery and desserts n.e.c. (ND),100.22,2.3,01/11/2021
CP01189,MK,107.92,Other sugar confectionery and desserts n.e.c. (ND),103.02,6.7,01/11/2021
CP01189,LV,129.35,Other sugar confectionery and desserts n.e.c. (ND),120.48,4.9,01/11/2021
CP01189,LT,112.04,Other sugar confectionery and desserts n.e.c. (ND),104.31,6.9,01/11/2021
CP01189,IT,98.1,Other sugar confectionery and desserts n.e.c. (ND),100.6,144.2,01/11/2021
CP01189,IE,86.52,Other sugar confectionery and desserts n.e.c. (ND),90.81,11.6,01/11/2021
CP01189,HU,119.08,Other sugar confectionery and desserts n.e.c. (ND),103.51,20.1,01/11/2021
CP01189,HR,106.99,Other sugar confectionery and desserts n.e.c. (ND),101.61,12.6,01/11/2021
CP01189,FR,97.04,Other sugar confectionery and desserts n.e.c. (ND),98.56,207.8,01/11/2021
CP01189,FI,92.42,Other sugar confectionery and desserts n.e.c. (ND),88.73,16.7,01/11/2021
CP01189,ES,106.63,Other sugar confectionery and desserts n.e.c. (ND),102.32,105.1,01/11/2021
CP01189,EL,100.88,Other sugar confectionery and desserts n.e.c. (ND),103.21,26.2,01/11/2021
CP01189,EE,122.23,Other sugar confectionery and desserts n.e.c. (ND),110.48,5.4,01/11/2021
CP01189,DK,99.71,Other sugar confectionery and desserts n.e.c. (ND),99.78,20.7,01/11/2021
CP01189,DE,103.8,Other sugar confectionery and desserts n.e.c. (ND),98.4,249.8,01/11/2021
CP01189,CZ,119.14,Other sugar confectionery and desserts n.e.c. (ND),105.11,40.9,01/11/2021
CP01189,CY,99.16,Other sugar confectionery and desserts n.e.c. (ND),99.5,2.4,01/11/2021
CP01189,CH,97.83,Other sugar confectionery and desserts n.e.c. (ND),100.42,25.3,01/11/2021
CP01189,BG,119.77,Other sugar confectionery and desserts n.e.c. (ND),102.78,23,01/11/2021
CP01189,AT,100.09,Other sugar confectionery and desserts n.e.c. (ND),101.53,27.8,01/11/2021
CP01189,NL,101.08,Other sugar confectionery and desserts n.e.c. (ND),97.85,61.2,01/11/2021
CP01189,BE,103.19,Other sugar confectionery and desserts n.e.c. (ND),97.85,49.9,01/11/2021
CP01182,CZ,109.98,Other sugars and sugar substitutes (ND),,40.9,01/11/2021
CP01182,SK,105.03,Other sugars and sugar substitutes (ND),,20.2,01/11/2021
CP01182,SI,95.39,Other sugars and sugar substitutes (ND),,9.6,01/11/2021
CP01182,DE,91.19,Other sugars and sugar substitutes (ND),100.25,249.8,01/11/2021
CP01182,EL,91.81,Other sugars and sugar substitutes (ND),104.24,26.2,01/11/2021
CP01182,FR,97.62,Other sugars and sugar substitutes (ND),98.2,207.8,01/11/2021
CP01182,HR,104.53,Other sugars and sugar substitutes (ND),98.35,12.6,01/11/2021
CP01182,HU,95.63,Other sugars and sugar substitutes (ND),94.52,20.1,01/11/2021
CP01182,IE,97.53,Other sugars and sugar substitutes (ND),100.72,11.6,01/11/2021
CP01182,IS,106.79,Other sugars and sugar substitutes (ND),93.68,0.7,01/11/2021
CP01182,MK,104.53,Other sugars and sugar substitutes (ND),105.23,6.7,01/11/2021
CP01182,PL,114.35,Other sugars and sugar substitutes (ND),105.52,142.2,01/11/2021
CP01182,RO,106.01,Other sugars and sugar substitutes (ND),101.3,47,01/11/2021
CP01182,SE,97.62,Other sugars and sugar substitutes (ND),100.22,33.3,01/11/2021
CP01182,GB,110.3,Other sugars and sugar substitutes (ND),103.5,127.2,01/11/2021
CP01182,NL,108.57,Other sugars and sugar substitutes (ND),102.03,61.2,01/11/2021
CP01182,BG,112.65,Other sugars and sugar substitutes (ND),102.58,23,01/11/2021
CP0126,IS,112.66,Soft drinks (ND),99.28,0.7,01/10/2021
CP0126,LU,108.08,Soft drinks (ND),102.74,0.7,01/10/2021
CP0126,SK,99.25,Soft drinks (ND),100,20.2,01/10/2021
CP0126,SI,107.39,Soft drinks (ND),102.04,9.6,01/10/2021
CP0126,SE,111.83,Soft drinks (ND),100.8,33.3,01/10/2021
CP0126,RO,111.05,Soft drinks (ND),97.16,47,01/10/2021
CP0126,PT,122.6,Soft drinks (ND),124.16,24.4,01/10/2021
CP0126,PL,117.61,Soft drinks (ND),97.48,142.2,01/10/2021
CP0126,NL,113.85,Soft drinks (ND),106.09,61.2,01/10/2021
CP0126,MT,116.83,Soft drinks (ND),108.02,2.3,01/10/2021
CP0126,MK,89.48,Soft drinks (ND),98.1,6.7,01/10/2021
CP0126,LV,108.86,Soft drinks (ND),101.33,4.9,01/10/2021
CP0126,LT,118.54,Soft drinks (ND),108,6.9,01/10/2021
CP0126,IT,101.2,Soft drinks (ND),98.9,144.2,01/10/2021
CP0126,IE,103.08,Soft drinks (ND),97.4,11.6,01/10/2021
CP0126,HU,117.57,Soft drinks (ND),102.97,20.1,01/10/2021
CP0126,HR,120.48,Soft drinks (ND),104.49,12.6,01/10/2021
CP0126,FR,110.08,Soft drinks (ND),100.49,207.8,01/10/2021
CP0126,FI,109.2,Soft drinks (ND),98.45,16.7,01/10/2021
CP0126,ES,122.21,Soft drinks (ND),103.14,105.1,01/10/2021
CP0126,EL,95.11,Soft drinks (ND),99.88,26.2,01/10/2021
CP0126,EE,122.61,Soft drinks (ND),105.85,5.4,01/10/2021
CP0126,DK,98.93,Soft drinks (ND),96.91,20.7,01/10/2021
CP0126,DE,114.86,Soft drinks (ND),101.99,249.8,01/10/2021
CP0126,CZ,111.89,Soft drinks (ND),96.29,40.9,01/10/2021
CP0126,CY,96.1,Soft drinks (ND),88.07,2.4,01/10/2021
CP0126,CH,98.01,Soft drinks (ND),98.39,25.3,01/10/2021
CP0126,BG,113.32,Soft drinks (ND),102.65,23,01/10/2021
CP0126,BE,115.18,Soft drinks (ND),104.96,49.9,01/10/2021
CP0126,AT,110.11,Soft drinks (ND),105.44,27.8,01/10/2021
CP01260,AT,110.11,Soft drinks (ND),105.44,27.8,01/10/2021
CP01260,BE,115.18,Soft drinks (ND),104.96,49.9,01/10/2021
CP01260,BG,113.32,Soft drinks (ND),102.65,23,01/10/2021
CP01260,CH,98.01,Soft drinks (ND),98.39,25.3,01/10/2021
CP01260,CY,96.1,Soft drinks (ND),88.07,2.4,01/10/2021
CP01260,CZ,111.89,Soft drinks (ND),96.29,40.9,01/10/2021
CP01260,DE,114.86,Soft drinks (ND),101.99,249.8,01/10/2021
CP01260,DK,98.93,Soft drinks (ND),96.91,20.7,01/10/2021
CP01260,EE,122.61,Soft drinks (ND),105.85,5.4,01/10/2021
CP01260,EL,95.11,Soft drinks (ND),99.88,26.2,01/10/2021
CP01260,ES,122.21,Soft drinks (ND),103.14,105.1,01/10/2021
CP01260,FI,109.2,Soft drinks (ND),98.45,16.7,01/10/2021
CP01260,FR,110.08,Soft drinks (ND),100.49,207.8,01/10/2021
CP01260,HR,120.48,Soft drinks (ND),104.49,12.6,01/10/2021
CP01260,HU,117.57,Soft drinks (ND),102.97,20.1,01/10/2021
CP01260,IE,103.08,Soft drinks (ND),97.4,11.6,01/10/2021
CP01260,IT,101.2,Soft drinks (ND),98.9,144.2,01/10/2021
CP01260,LT,118.54,Soft drinks (ND),108,6.9,01/10/2021
CP01260,LV,108.86,Soft drinks (ND),101.33,4.9,01/10/2021
CP01260,MK,89.48,Soft drinks (ND),98.1,6.7,01/10/2021
CP01260,MT,116.83,Soft drinks (ND),108.02,2.3,01/10/2021
CP01260,NL,113.85,Soft drinks (ND),106.09,61.2,01/10/2021
CP01260,PL,117.61,Soft drinks (ND),97.48,142.2,01/10/2021
CP01260,PT,122.6,Soft drinks (ND),124.16,24.4,01/10/2021
CP01260,RO,111.05,Soft drinks (ND),97.16,47,01/10/2021
CP01260,SE,111.83,Soft drinks (ND),100.8,33.3,01/10/2021
CP01260,SI,107.39,Soft drinks (ND),102.04,9.6,01/10/2021
CP01260,SK,99.25,Soft drinks (ND),100,20.2,01/10/2021
CP01260,LU,108.08,Soft drinks (ND),102.74,0.7,01/10/2021
CP01260,IS,112.66,Soft drinks (ND),99.28,0.7,01/10/2021
CP01,GB,104.9,Food and non-alcoholic beverages,100.6,127.2,01/10/2021
CP01,SK,115.25,Food and non-alcoholic beverages,102.43,20.2,01/10/2021
CP01,SI,111.24,Food and non-alcoholic beverages,103.16,9.6,01/10/2021
CP01,SE,112.16,Food and non-alcoholic beverages,103.68,33.3,01/10/2021
CP01,RO,120.5,Food and non-alcoholic beverages,100.77,47,01/10/2021
CP01,PT,106.16,Food and non-alcoholic beverages,102.29,24.4,01/10/2021
CP01,PL,121.01,Food and non-alcoholic beverages,105.05,142.2,01/10/2021
CP01,NL,111.07,Food and non-alcoholic beverages,104.09,61.2,01/10/2021
CP01,MT,116.88,Food and non-alcoholic beverages,104.83,2.3,01/10/2021
CP01,MK,108.57,Food and non-alcoholic beverages,100,6.7,01/10/2021
CP01,LV,116.85,Food and non-alcoholic beverages,106.6,4.9,01/10/2021
CP01,LT,119.52,Food and non-alcoholic beverages,105.92,6.9,01/10/2021
CP01,IT,106.4,Food and non-alcoholic beverages,102.3,144.2,01/10/2021
CP01,IE,92.78,Food and non-alcoholic beverages,96.63,11.6,01/10/2021
CP01,HU,125.93,Food and non-alcoholic beverages,103.2,20.1,01/10/2021
CP01,HR,108.44,Food and non-alcoholic beverages,102.59,12.6,01/10/2021
CP01,FR,108.65,Food and non-alcoholic beverages,102.08,207.8,01/10/2021
CP01,FI,103.71,Food and non-alcoholic beverages,98.02,16.7,01/10/2021
CP01,ES,111.01,Food and non-alcoholic beverages,103.72,105.1,01/10/2021
CP01,EL,104.98,Food and non-alcoholic beverages,99.61,26.2,01/10/2021
CP01,EE,116.68,Food and non-alcoholic beverages,106.51,5.4,01/10/2021
CP01,DK,106.16,Food and non-alcoholic beverages,103.7,20.7,01/10/2021
CP01,DE,113.75,Food and non-alcoholic beverages,104.3,249.8,01/10/2021
CP01,CZ,113.71,Food and non-alcoholic beverages,106.17,40.9,01/10/2021
CP01,CY,104.85,Food and non-alcoholic beverages,99.45,2.4,01/10/2021
CP01,CH,100.55,Food and non-alcoholic beverages,101.39,25.3,01/10/2021
CP01,BG,121.92,Food and non-alcoholic beverages,103.75,23,01/10/2021
CP01,BE,107.96,Food and non-alcoholic beverages,102.56,49.9,01/10/2021
CP01,AT,109.82,Food and non-alcoholic beverages,103.96,27.8,01/10/2021
CP01,IS,114.18,Food and non-alcoholic beverages,98.8,0.7,01/10/2021
CP01,LU,112.34,Food and non-alcoholic beverages,104.65,0.7,01/10/2021
CP01113,LU,115.76,Bread and bakery products (ND),105.29,0.7,01/10/2021
CP01113,IS,115.99,Bread and bakery products (ND),99.68,0.7,01/10/2021
CP01113,GB,108.7,Bread and bakery products (ND),102.9,127.2,01/10/2021
CP01113,SK,116.55,Bread and bakery products (ND),100.29,20.2,01/10/2021
CP01113,SI,107.54,Bread and bakery products (ND),99.69,9.6,01/10/2021
CP01113,SE,109.82,Bread and bakery products (ND),100.37,33.3,01/10/2021
